id_musée;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE;SITWEB;PERIODE OUVERTURE
467;Etablissement Public du Musée des Arts Asiatiques Guimet;6, Place d'Iéna;75116;PARIS;0156525300;www.museeguimet.fr;Ouvert du mercredi au lundi de 10h à 18h
468;M.U.C.E.M. - Musée des ATP;6, Avenue du Mahatma Gandhi;75116;PARIS;0144176000;www.musee-europemediterranee.org;Ouvert en fonction des expositions temporaires
469;Musée des Monuments Français;"Palais de Chaillot
1, Place du Trocadéro et du 11 Novembre";75116;PARIS;0158515200;http://www.citechaillot.fr/fr/musee/;Ouvert le mercredi, vendredi, samedi et dimanche de 11h à 19h, le jeudi de 11h à 21h
470;Musée Bouchard;25, Rue de l'Yvette;75016;PARIS;0146476346;www.musee-bouchard.com;
471;Musée de la Chasse et de la Nature;60, rue des Archives;75003;PARIS;0153019240;www.chassenature.org/;Ouvert du mardi au dimanche de 11h à 18h et le mercredi de 11h à 21h30
472;Musée National des Techniques (Conservatoire National des Arts et Métiers);292, rue Saint-Martin;75141;PARIS cedex 03;0153018200;www.arts-et-metiers.net;Ouvert du mardi au dimanche de 10 h à 18h, jeudi jusqu'à 21h30
473;Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);Place Georges Pompidou;75191;PARIS Cedex 04;0144781233;www.centrepompidou.fr;Ouvert du mercredi au lundi de 11h à 22h (musée et expositions)
474;Musée du Service de Santé des Armées du Val-de-Grâce;1, Place Alphonse Laveran;75230;PARIS Cedex 05;0140515192;www.valdegrace.org;Ouvert de mardi au jeudi et samedi, dimanche de 12 h à 18 h
475;Institut du Monde Arabe;"1, Rue des Fossés Saint-Bernard
Place Mohammed V";75236;PARIS Cedex 05;0140513838;www.imarabe.org;Ouvert du mardi au jeudi de 10h à 18h, le vendredi de 10h à 21h30, week-end et jours fériés de 10h à 19h
476;Musée des Monnaies et des Médailles;11, Quai de Conti;75270;PARIS Cedex 06;0140465533;www.monnaiedeparis.fr;"Ouvert du mardi au vendredi de 11h à 17h30 et le samedi et dimanche de 12h à 17h30
expositions temporaires : ouvertes tous les jours de 11h à 19h. Nocturne le jeudi jusqu’à 22h"
477;Musée du Quai Branly;222, rue de l'Université;75343;PARIS cedex 07;0156617000;www.quaibranly.fr;Ouvert mardi, mercredi, dimanche de 11h à 19h - jeudi, vendredi, samedi de 11h à 21h. Groupes tous les matin de 9h30 à 11h sauf le dimanche. Ouverture exceptionnelle les lundis de 11h à 19h pendant les vacances de Pâques
478;L'Adresse Musée de la Poste;34, Boulevard de Vaugirard;75731;PARIS Cedex 15;0142792336;www.museedelaposte.fr ou www.laposte.fr/musee;Ouvert du lundi au samedi de 10h à 18h et le premier jeudi jusqu'à 20h
479;Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;92, Grande Rue;77630;BARBIZON;0160662227;http://musee-peintres-barbizon.fr;Ouvert de 10h à 12h30 et de 14h à 17h30 en  juillet-août de 10h à 12h30 et de 14h à 18h du mercredi au lundi
480;Musée Municipal de Chelles Alfred Bonno;Place de la République;77500;CHELLES;0164726580;www.chelles.fr/Culture/Musee-Alfred-Bonno;Ouvert le mercredi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 17h, tous les jours pour les groupes
481;Musée des Transports Urbains, Interurbains et Ruraux;1, Rue Gabriel de Mortillet;77500;CHELLES;0160204550;www.amtuir.org;Accueil de groupe sur rendez-vous et lors des JEP et nuit des musées
482;Musée Municipal des Capucins;"Hôtel de Ville
B.P. 171";77527;COULOMMIERS cedex;0164651131;www.tourisme77.fr ou www.coulommiers.fr;Ouvert de mai à septembre le mercredi, vendredi, samedi, dimanche de 14h à 18h, d'octobre à avril le mercredi, samedi et dimanche de 14h à 17h30
483;Maison Natale de Louis Braille;13, Rue Louis-Braille;77700;COUPVRAY;0160048280;www.braillenet.org/louis_braille/maisnat.htm;Ouvert du 1er avril au 30 septembre du mardi au dimanche de 10h à 12h et 14h à 18h - visite guidée toute les heures et du 1er octobre au 31 mars de 14h à 17h, le vendredi sur rendez-vous
484;Musée Municipal;;77580;CRECY-LA-CHAPELLE;;dgs@crecylachapelle.eu;
485;Musée du Château de Fontainebleau;Château de Fontainebleau;77300;FONTAINEBLEAU;0160715070;www.châteaudefontainebleau.fr;Ouvert de 9h30 à 17h d'octobre à mars et de 9h30 à 18h d'avril à septembre
486;Musée d'Art et d'Histoire Militaire;88, Rue St-Honoré;77300;FONTAINEBLEAU;0160746489;http://www.napoleon.org/fr;Fermé pour chantiers des collections et récolement
487;Musée Gatien Bonnet;8, Cour Pierre Herbin;77405;LAGNY-SUR-MARNE;0164303078;Site de la ville;Ouvert du mercredi au dimanche de 14h à 18h
488;Musée Henri Chapu;937, Rue Chapu;77350;LE MEE-SUR-SEINE;0164395273;Site de la ville;Ouvert les samedis et dimanches de 15h à 18h l'été et de 14h à 17h l'hiver et sur rendez-vouspour les groupes
489;Musée de la Grande Guerre du Pays de Meaux;Rue Lazare Ponticelli;77100;MEAUX;0160321418;www.museedelagrandeguerre.eu;Ouvert de mai à septembre de 9h30 à 18h30 et d’octobre à avril de 10h à 17h30. A compter du 2 mai 2015 ouverture toute l'année de 9h30 à 18h
490;Musée Bossuet;"Cité Episcopale
5, Place Charles de Gaulle";77100;MEAUX;0164348445;www.musee-bossuet.fr;Ouvert du mercredi au lundi d'avril à septembre de 10h à 12h et de 14h à18h, et du mercredi au dimanche d'octobre à mars de 10h à 12h et de 14h à 17h
491;Musée de la Gendarmerie Nationale;1-3 rue Émile Leclerc;77000;MELUN;0164145464;http://www.gendarmerie.interieur.gouv.fr/musee;Ouvert d'octobre à mars du mercredi au lundi de 10h à 17h30 et d'avril à septembre de 10h à 18h
492;Musée d'Art et d'Histoire de Melun;5, Rue du Franc Mûrier;77008;MELUN Cedex;0164797770;Site de la ville : www.ville-melun.fr;Ouvert du mercredi au dimanche de 14h à 18h
493;Musée Municipal;Place de Samois;77250;MORET-SUR-LOING;0160703230;http://www.ville-moret-sur-loing.fr;Ouvert du vendredi au dimanche de mars à avril et de septembre au 25 octobre de 14h à 18h et de mai à août de 14h à 19h
494;Musée Départemental de Préhistoire d'Île de France;48, Avenue Etienne Dailly;77140;NEMOURS;0164785480;www.musee-prehistoire-idf.fr;Ouvert de jeudi à mardi 10h à 12h30 et de 14h à 17h30 de septembre à juin et de 10h à 12h30 et de 14h à 18h en juillet et août
495;Château-musée de Nemours;Rue Gautier 1er;77140;NEMOURS;0164282742;Site de la ville - www.ville-nemours.fr;"Ouvert du mercredi au samedi de 10h à 12h30 et de 14h à 18h, dimanche de 14h à 18h; Accueil de groupes le mardi"
496;Musée de Provins et du Provinois;7, rue du Palais;77160;PROVINS;0164005960;Site de la ville : www.mairie-provins.fr;Ouvert de début janvier à fin mars et de début novembre au 20 décembre inclus, les week-end et jours fériés et tous les jours pendant les vacances scolaires (zone C) de 12h à 17h30. De fin mars à mi-juin de 12h à 17h30. De mi-juin à mi-septembre tous les 
497;Musée des Pays de Seine-et-Marne;17, Avenue de la Ferté-Sous-Jouarre;77750;SAINT-CYR-SUR-MORIN;0160244600;"Site du conseil général - www.seine-et-marne.fr - rubrique ""loisirs""";Ouvert tous les jours de 10h à 12h30 et de 14h à 17h30 - En juillet et août de 10h à 12h30 et de 14h à 18h et le mercredi de 10h à 12h30
498;Ecomusée;"Ferme de Coulevrain
Place Georges Henri Rivière";77176;SAVIGNY-LE-TEMPLE;0164410123;Site de la ville www.savigny-le-temple.fr;Ouvert du mercredi au vendredi de 14h à 17h, le samedi et dimanche de 15h à 18h. Sur réservation de 10h à 12h
499;Musée départemental Stéphane Mallarmé;"Pont de Valvins
4, Promenade Stéphane Mallarmé";77870;VULAINES-SUR-SEINE;0164237327;"www.weine-et-marne.fr (rubrique ""loisirs/musées départementaux)";Ouvert du mercredi au lundi de septembre à juin de 10h à 12h30 et de 14h à 17h30, juillet- août de 10h à 12h30 et de 14h à 18h
500;Musée de l'Air et de l'Espace;"Aéroport de Paris - Le Bourget
BP 173";93352;LE BOURGET Cedex;0149927000;www.museeairespace.fr;Ouvert du mardi au dimanche d'octobre à mars de 10h à 17h et d'avril à septembre de 10h à 18h
501;Musée Municipal;60-62, Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;0143887146;www.livry-gargan.fr/contenu/culture-et-loisirs/chateau-de-la-foret;Ouvert du mercredi au dimanche de 14h à 17h ou de 14h à 18h selon les saisons
502;Musée de l'Histoire Vivante;31, Boulevard Théophile Sueur;93100;MONTREUIL-SOUS-BOIS;0148706162;www.museehistoirevivante.com;Ouvert du mercredi au vendredi de 14h à 17, le week-end de 14h à 17h30
503;Musée d'Art et d'Histoire;22 bis, rue Gabriel Péri;93200;SAINT-DENIS;0142430510;www.musee-saint-denis.fr;Ouvert lundi, mercredi, vendredi de 10h à 17h30, le jeudi de 10h à 20h, le week-end de 14h à 18h30
504;Musée Municipal;12, Rue Albert Dhalenne;93400;SAINT-OUEN;0149489520;www.saint-ouen.fr/la-ville-en-action/decouvrir-la-ville/histoire-et-patrimoine/musee-dart-et-dhistoire/;
505;Musée Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;BRY-SUR-MARNE;0145166833;http://www.bry94.fr/bry/71.htm;"Ouverture lors d'expositions ""Images de la grande guerre"" du 20 septembre au 16 novembre 2014, mercredi au vendredi de 15h à 18h le samedi et dimanche de 10h à 13h et de 15h à 18h"
506;Musée de la Résistance Nationale;"Parc Vercors
88, Avenue Marx Dormoy - B.P. 135
B.P. 135";94501;CHAMPIGNY-SUR-MARNE Cedex;0148815378;www.musee-resistance.com;Ouvert du mardi au vendredi de 9h à 12h30 et de 14h à 17h30. Samedi et Dimanche de 14h à 18h, le 8 mai
507;Ecomusée du Val de Bièvre;"Ferme de Cottinville
41, rue Maurice Ténine";94260;FRESNES;0141243224;www.ecomusee-valdebievre.fr;Ouvert mercredi, samedi de 10h à 12h et de 14h à 18h, mardi, jeudi, vendredi et dimanche de 14h à 18h
508;Musée de Saint-Maur - Villa Médicis;5, Rue Saint-Hilaire;94210;LA VARENNE-SAINT-HILAIRE;0148863328;www.saint-maur.com/musee/musee.htm;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 11h à 13h et de 14h à 18h
509;Musée Fragonard;"Ecole Nationale Vétérinaire d'Alfort
7, Avenue du Général de Gaulle";94700;MAISONS-ALFORT;0143967052;http://musee.vet-alfort.fr;Ouvert le mercredi et jeudi, samedi et dimanche de 14h à 18h
510;Musée de Nogent-Sur-Marne;36, Boulevard Gallieni;94130;NOGENT-SUR-MARNE;0148755125;www.musee-nogentsurmarne.fr;Ouvert du mardi au jeudi, dimanche, de 14h à 18 h, et le samedi de 10h à 12h et de 14h à 18h. Tous les jours pour les groupes sauf jours fériés
511;Musée Emile Jean;31, rue Louis-Lenoir;94350;VILLIERS-SUR-MARNE;0149410688;www.mairie-villiers94.com/francais/vie_quoti/vie_quot_culture7.php;Ouvert chaque samedi de 14 h 30 à 17 h 30. Visites de groupes et scolaires, sur réservation, du lundi au vendredi
512;MAC VAL, Musée d'Art Contemporain du Val-de-Marne;"Place de la Libération
CS10022";94400;VITRY SUR SEINE;0143916420;www.macval.fr;Ouvert du mardi au vendredi de 10h à 18h, samedi, dimanche de 12h à 19h
513;Musée du Vieil Argenteuil;5, rue Pierre-Guienne;95100;ARGENTEUIL;0134233745;Site de la ville - www.argenteuil.fr/article.php3?id_article=529;Ouvert mercredi et premier dimanche du mois de 14h à 17h30 (hors expos), mercredi et dimanche de 14h à 17h30 pendant la période d'exposition, tous les jours sur réservation pour les groupes
514;Musée de la Renaissance - Château d'Ecouen;Château;95440;ECOUEN;0134383850;www.musee-renaissance.fr ou www.musee-château-ecouen.fr;Ouvert du 1er octobre au 15 avril de 9h30 à 12h45 et de 14h à 17h15 et du 16 avril au 30 septembre de 9h30 à 12h45 et de 14h à 17h45
515;Musée Archéologique du Val d'Oise;Place du Château;95450;GUIRY-EN-VEXIN;0134674507;www.valdoise.fr/content/content15651.html;Ouvert de 9h à12h et de 13h30 à 17h30, week-end et jours fériés de 13h30 à 18h30 du 15 octobre au 14 mars et de 10h à 12h et de 14h à 19h du 15 mars au 14 octobre
516;Musée d'Art et d'Histoire Louis Senlecq;31, Grande Rue;95290;L'ISLE-ADAM;0174561123;http://musee.ville-isle-adam.fr;Ouvert du mercredi au lundi de 14h à 18h
517;ARCHEA - Archéologie en Pays de France;56, Rue de Paris;95380;LOUVRES;0134090105;www.archea-roissyportedefrance.fr;Ouvert du mercredi au vendredi de 13h30 à 18h et le samedi et dimanche et jours fériés de 11h à 18h
518;Musée jean-Jacques Rousseau;5, Rue Jean-Jacques Rousseau;95160;MONTMORENCY;0139648013;http://museejjrousseau.montmorency.fr/fr;Ouvert du mardi au dimanche de 14h à 18h et pour les groupes du mardi au samedi de 10h à 13h
519;Musée Tavet Delacour;4, Rue Lemercier;95300;PONTOISE;0130380240;Site de la ville - www.ville-Pontoise.fr;Ouvert du mercredi au dimanche de 10h à 12h30 et de 13h30 à 18h
520;Musée Camille Pissarro;17, Rue du Château;95300;PONTOISE;0130380240;www.ville-pontoise.fr;Ouvert du mercredi au dimanche de 14h à 18h
521;Musée de la Batellerie et des Voies Navigables;"Château du Prieuré
3, Place Gévelot";78700;CONFLANS-SAINTE-HONORINE;0134903950;www.musee-batellerie-conflans.fr;Ouvert du lundi au vendredi de 9h à 12h et de 13h30 à 18h, mardi de 13h30 à 18h, samedi dimanche et jours fériés de 14h à 17h en hiver et de 15h à 18h en été
522;Musée de la Toile de Jouy;"Château de l'Eglantine
54, rue Charles de Gaulle";78350;JOUY-EN-JOSAS;0139564864;www.museedelatoiledejouy.fr;Ouvert du mardi au dimanche de 11h à 18h
523;Musée-Promenade de Marly-Le Roi /Louveciennes;La Grille Royale Parc de Marly;78430;LOUVECIENNES;0139690626;www.musee-promenade.fr;Ouvert du mercredi au dimanche de 14h à 17h30 d'octobre à mars et de 14h à 18h30 d'avril à septembre. Pour les scolaires du lundi au vendredi de 9h à12h30 et de 13h30 à 16h30. Pour les groupes adultes du mardi au vendredi de 9h à 12h et mardi au dimanche 
524;Musée National de Port Royal des Champs;Route des Granges;78114;MAGNY-LES-HAMEAUX;0139307272;http://www.port-royal-des-champs.eu;Ouvert du 1er novembre au 31 mars le lundi du mercredi au vendredi de 10h à 12h et de 14h à 17h30, samedi et dimanche de 14h à 18h et du 1er avril au 31 octobre de 10h30 à 12h30 et de 14h à 18h samedi et dimanche de 10h30 à 18h30
525;Musée de l'Hôtel-Dieu;1, Rue Thiers;78200;MANTES-LA-JOLIE;0134788660;http://musee.ville-mantes-la-jolie.com;Ouvert lundi, mercredi  à vendredi de 13h à 18h et de 9h à 12 pour les groupes, samedi de 10h à 18h, dimanche et jours fériés de 13h à 19h et du 1er novembre au 31 mars le lundi, mercredi au vendredi de 13h à 18h, samedi de 10h à 18h et dimanches et jours
526;Musée Victor Aubert;24, rue Quincampoix;78580;MAULE;0130906149;http://museeaubertmaule.free.fr/;Ouvert chaque mercredi et dimanche du mois de 15h à 18h
527;Musée Zola-Dreyfus;26, Rue Pasteur;78670;MEDAN;0139753565;www.maisonzola-museedreyfus.com;
528;Musée-Maison Maurice Ravel;5, Rue Maurice Ravel;78490;MONTFORT-L'AMAURY;0134860089;www.ville-montfort-l-amaury.fr;Ouvert uniquement les week-end à 10h, 11h, 14h30, 15h30, 16h30 sur réservation et par groupe de 6 maximum (individuel). Pour les groupes sur rendez-vous du mardi au vendredi de 10h à 12h et de 14h à 18h
529;Musée de la Ville;Quai François Truffaut;78180;MONTIGNY LE BRETONNEUX;0134522880;www.museedelaville.agglo-sqy.fr;Ouvert du mercredi au samedi de 14h à 18 le samedi et le premier dimanche du mois de 14h à 18h, mercredi, jeudi et vendredi toute la journée pour les scolaires et centres de loisirs et autres groupes
530;Musée d'Art et d'Histoire;12, Rue Saint-Louis;78300;POISSY;0139650606;Site de la ville;
531;Musée du Jouet Pierre Pinel;1, Enclos de l'Abbaye;78300;POISSY;0139650606;site de la ville;Ouvert du mardi au dimanche de 9h30 à 12h et de 14h à 17h30
532;Musée Rambolitrain;4, Place Jeanne d'Arc;78120;RAMBOUILLET;0134831593;www.rambolitrain.fr;Ouvert du mercredi au dimanche et jours fériés de 10h à 12h et de 14h à 17h30
533;Musée Municipal - Collections Paul et André Véra;"Espace Paul et André Véra
2, Rue Henri IV";78100;SAINT-GERMAIN-EN-LAYE;0139730264;Site de la ville : http://saintgermainenlaye.fr/;Ouvert du mercredi au vendredi de 14h à 19h, samedi, dimanche de 15h à 19h
534;Musée Départemental Maurice Denis;"2 bis, Rue Maurice Denis
B.P. 60222";78102;SAINT-GERMAIN-EN-LAYE Cedex;0139737787;www.musee-mauricedenis.fr;"Ouvert du mardi au vendredi de 10h à 12h30 et de 14h à 17h30
Samedi, dimanche et jours fériés de 10h à 12h30 et de 14h à 18h30"
535;Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye;"Château
Place Charles de Gaulle";78105;SAINT-GERMAIN-EN-LAYE Cedex;0134516536;www.musee-antiquitesnationales.fr -www.musee-archeologienationale.fr;Ouvert de 10h à 17h15, du 1er mai au 30 septembre le week-end et jours fériés de 10h à 18h15
536;Collections de la Fondation de Coubertin;Domaine de Coubertin;78470;SAINT-REMY-LES-CHEVREUSE;0130856960;www.coubertin.fr;Musée et parc ouverts pour tous pendant la période d'exposition et le JEP et le reste de l'année sur RDV pour les groupes (visites scolaires et visites-conférences). Exposition 2010 ouverte du vendredi au dimanche de 13h à 18h30
537;Musée Lambinet;54, Boulevard de la Reine;78000;VERSAILLES;0139503032;www.musee-lambinet.com;Ouvert du lundi au jeudi et du samedi au dimanche de 14h à 18h
538;Etablissement Public du Musée et du Domaine National de Versailles;R.P. 834;78008;VERSAILLES Cedex;0130837588;www.chateauversailles.fr;Ouvert du 1er novembre au 31 mars du mardi au dimanche de 9h à 17h30 et du 1er avril au 31 octobre de 9h à18h30
539;"Musée Municipal ""Eburomagus Musée Archéologique""";2, Avenue du Razès;11150;BRAM;0468789119;www.eburomagus.com;Ouvert d'avril à juin, septembre à octobre du mercredi au dimanche de 10h à 12h et de 14h à 18h. En juillet-août tous les jours de 10h à 12h et de 14h à 19h. De novembre à mars ouvert sur rendez-vous pour les groupes et scolaires
540;Musée des Beaux-Arts;1, Rue de Verdun;11000;CARCASSONNE;0468777370;Site de la ville;Ouvert du 15 juin au 15 septembre tous les jours de 10h à 18h et du 15 septembre au 15 juin du mardi au samedi de 10h à 12h et de 14 h à 18 h et le premier dimanche du mois de 14h30 à 17h30,
541;Musée Archéologique du Lauragais;"Rampe du Presidial
B.P. 1100";11491;CASTELNAUDARY Cedex;0468600369;http://www.ville-castelnaudary.fr;Ouvert du mardi au dimanche de 14h30 à 18h30 de juin à septembre
542;Musée Municipal;Mairie;11600;LASTOURS;0468775541;;
543;Musée Petiet;"Promenade du Tivoli
B.P. 88";11304;LIMOUX Cedex;0963683454;www.limoux.fr/fr/tourisme/musee_petiet.html;Ouvert de septembre à juin du mercredi au vendredi de 9h à 12h et de 14h à 18h, le samedi de 10h à 12h et de 14h à 17h, en juillet-août du mardi au dimanche de 10h à 12h30 et de 15 à 18h30
